municipality,iata_code,,name,iso_region
Mexicali,SFH,,Aeropuerto Internacional San Felipe,MX-BCN
Mexico City,NLU,,Aeropuerto Internacional General Felipe Ángeles,MX-MEX
San Luis Potosí,SLP,,Ponciano Arriaga International Airport,MX-SLP
Torreón,TRC,,Francisco Sarabia Tinoco International Airport,MX-COA
Tuxtla Gutiérrez,TGZ,,Angel Albino Corzo International Airport,MX-CHP
Ciudad de Tijuana,TIJ,,Aeropuerto Internacional Gral. Abelardo Rodriguez,MX-BCN
Tulum,TQO,,Felipe Carrillo Puerto International Airport,MX-ROO
Tampico,TAM,,General Francisco Javier Mina International Airport,MX-TAM
Tamuin,TSL,,Aeropuerto Nacional de Tamuín,MX-SLP
Toluca,TLC,,Adolfo López Mateos International Airport,MX-MEX
Tapachula,TAP,,Aeropuerto Internacional de Tapachula,MX-CHP
Cancún,CUN,,Aeropuerto Internacional de Cancún,MX-ROO
Mal Island,MMV,,Mal Airport,PG-MRL
Villahermosa,VSA,,Carlos Rovirosa Pérez International Airport,MX-TAB
Veracruz,VER,,General Heriberto Jara International Airport,MX-VER
Zacatecas,ZCL,,Aeropuerto Internacional General Leobardo C. Ruiz,MX-ZAC
Ixtapa,ZIH,,Aeropuerto Internacional de Zihuatanejo,MX-GRO
,ZMM,,Zamora Airport,MX-MIC
Manzanillo,ZLO,,Aeropuerto Internacional Playa de Oro,MX-COL
Mandalgobi,MXW,,Mandalgobi Airport,MN-059
Bluefileds,BEF,,Bluefields Airport,NI-AS
Bonanza,BZA,,San Pedro Airport,NI-AN
Tola,ECI,,Costa Esmeralda Airport,NI-RI
Corn Island,RNI,,Corn Island Airport,NI-AS
Managua,MGA,,Augusto C. Sandino (Managua) International Airport,NI-MN
Hermit Islands,MNP,,Maron Island Airport,PG-MRL
Puerto Cabezas,PUZ,,Puerto Cabezas Airport,NI-AN
La Rosita,RFS,,Rosita Airport,NI-AN
San Carlos,NCR,,San Carlos Airport,NI-SJ
Siuna,SIU,,Siuna,NI-AN
Waspam,WSP,,Waspam Airport,NI-AN
Morowali,MOH,,Maleo Airport,ID-ST
Elim,MOS,,Moses Point Airport,US-AK
Isla Colón,BOC,,Bocas del Toro International Airport,PA-1
Chitré,CTD,,Alonso Valderrama Airport,PA-6
Changuinola,CHX,,Changuinola Captain Manuel Niño International Airport,PA-1
David,DAV,,Enrique Malek International Airport,PA-4
Colón,ONX,,Enrique Adolfo Jimenez Airport,PA-3
Makini,MPG,,Makini Airport,PG-MPL
Panamá City,BLB,,Panamá Pacífico International Airport,PA-10
Mamitupu,MPI,,Mamitupu Airport,PS-GY
Jaqué,JQE,,Jaqué Airport,PA-5
Albrook,PAC,,Marcos A. Gelabert International Airport,PA-8
Puerto Obaldía,PUE,,Puerto Obaldía Airport,PS-GY
Pedasí,PDM,,Capt. J. Montenegro Airport,PA-7
Río Hato,RIH,,Scarlett Martinez International Airport,PA-2
Santiago,SYP,,Ruben Cantu Airport,PA-9
Tocumen,PTY,,Tocumen International Airport,PA-8
Tatau Island,MPU,,Mapua(Mabua) Airport,PG-NIK
El Porvenir,PVE,,El Porvenir Airport,PS-GY
Warsobtugua,NBL,,San Blas Airport,PS-GY
Miyanmin,MPX,,Miyanmin Airport,PG-SAN
Malam,MQO,,Malam Airport,PG-WPD
La Fortuna,FON,,La Fortuna Arenal Airport,CR-A
Punta Arenas,BAI,,Buenos Aires Airport,CR-P
Pococi,BCL,,Barra del Colorado Airport,CR-L
Tortuguero,TTQ,,Barra del Tortuguero,CR-L
Corredores,OTR,,Coto 47 Airport,CR-P
Puntarenas,JAP,,Chacarita Airport,CR-P
Carrillo,PLD,,Playa Samara/Carrillo Airport,CR-G
Puntarenas,DRK,,Drake Bay Airport,CR-P
Brasilito,FMG,,Flamingo Airport,CR-G
Golfito,GLF,,Golfito Airport,CR-P
Pococi,GPL,,Guapiles Airport,CR-L
Nandayure,PBP,,Islita Airport,CR-G
Liberia,LIR,,Guanacaste Airport,CR-G
Los Chiles,LSL,,Los Chiles Airport,CR-A
Puerto Limon,LIO,,Limon International Airport,CR-L
Cañas,CSC,,Mojica Airport,CR-G
Nicoya/Guanacate,NCT,,Guanacaste Airport,CR-G
Nicoya,NOB,,Nosara Airport,CR-G
San José (Alajuela),SJO,,Juan Santamaría International Airport,CR-A
Puerto Jimenez,PJM,,Puerto Jimenez Airport,CR-P
Palmar Sur,PMZ,,Palmar Sur Airport,CR-P
San Jose,SYQ,,Tobías Bolaños International Airport,CR-SJ
Quepos,XQP,,Quepos Managua Airport,CR-P
Rio Frio / Progreso,RFR,,Rio Frio / Progreso Airport,CR-H
Pérez Zeledón,IPZ,,San Isidro del General Airport,CR-SJ
Coto Brus,TOO,,San Vito de Java Airport,CR-P
Moroak,MRT,,Moroak Airport,AU-NT
Tamarindo,TNO,,Tamarindo Airport,CR-G
Nicoya,TMU,,Tambor Airport,CR-P
Upala,UPL,,Upala Airport,CR-A
Saint Martin,MSB,,Marigot Seaplane Base,MF-U-A
San Salvador (San Luis Talpa),SAL,,Monseñor Óscar Arnulfo Romero International Airport,SV-PA
San Salvador,ILS,,Ilopango International Airport,SV-SS
Les Cayes,CYA,,Les Cayes Airport,HT-SD
Cap Haitien,CAP,,Cap Haitien International Airport,HT-ND
Fairbanks,MTX,,Metro Field,US-AK
Jacmel,JAK,,Jacmel Airport,HT-SE
Jeremie,JEE,,Jérémie Airport,HT-GA
Port-au-Prince,PAP,,Toussaint Louverture International Airport,HT-OU
Port-de-Paix,PAX,,Port-de-Paix Airport,HT-NO
Montepuez,MTU,,Montepuez Airport,MZ-P
Vingt Cinq,AHG,,Agalega Island Airstrip,MU-AG
Baracoa,BCA,,Gustavo Rizo Airport,CU-14
Cayo Santa Maria,BWW,,Las Brujas Airport,CU-07
Bayamo,BYM,,Carlos Manuel de Cespedes Airport,CU-12
Ciro Redondo,AVI,,Máximo Gómez Airport,CU-08
Cayo Coco,CCC,,Jardines Del Rey Airport,CU-08
Cienfuegos,CFG,,Jaime Gonzalez Airport,CU-06
Cayo Largo del Sur,CYO,,Vilo Acuña International Airport,CU-99
Camaguey,CMW,,Ignacio Agramonte International Airport,CU-09
Santiago,SCU,,Antonio Maceo International Airport,CU-13
Guantanamo Bay Naval Station,NBW,,Leeward Point Field,CU-14
Guantánamo,GAO,,Mariana Grajales Airport,CU-14
Havana,HAV,,José Martí International Airport,CU-03
Holguin,HOG,,Frank Pais International Airport,CU-11
Santa Marta,VRO,,Kawama Airport,CU-04
Pinar del Rio,LCL,,La Coloma Airport,CU-01
Maisí,UMA,,Alfredo Noa Díaz Airport,CU-14
Mayajigua,MJG,,Mayajigua Airport,CU-07
Moa,MOA,,Orestes Acosta Airport,CU-11
Manzanillo,MZO,,Sierra Maestra International Airport,CU-12
Nueva Gerona,GER,,Rafael Cabrera Airport,CU-99
Havana,UPB,,Playa Baracoa Airport,CU-15
Santa Clara,SNU,,Abel Santamaria Airport,CU-05
Sandino,SNJ,,San Julián Air Base,CU-01
Isla de la Juventud,SZJ,,Siguanea Airport,CU-99
Sancti Spiritus,USS,,Sancti Spiritus Airport,CU-07
Trinidad,TND,,Alberto Delgado Airport,CU-07
Matanzas,VRA,,Juan Gualberto Gomez International Airport,CU-04
Las Tunas,VTU,,Hermanos Ameijeiras Airport,CU-10
Faresmaathodaa,FMT,,Faresmaathoda Airport,MV-28
West End,CYB,,Charles Kirkconnell International Airport,KY-CB
Blossom Village,LYB,,Edward Bodden Little Cayman Airfield,KY-LC
George Town,GCM,,Owen Roberts International Airport,KY-GC
Motswari Private Game Reserve,MWR,,Motswari Airport,ZA-MP
Mussau Island,MWU,,Mussau Airport,PG-NIK
Mulegé,AJS,,Punta Abreojos Airport,MX-BCS
Apatzingán,AZG,,Apatzingán - Pablo L. Sidar Airport,MX-MIC
Solidaridad,PCM,,Aeropuerto Nacional de Playa del Carmen,MX-ROO
Mulegé,PCV,,Punta Chivato Airport,MX-BCS
Salina Cruz,SCX,,Estación Aeronaval de Salina Cruz,MX-OAX
Mulegé,SGM,,San Ignacio Airport,MX-BCS
Tulum,TUY,,Base Aeronaval de Tulum,MX-ROO
San Luis Río Colorado,UAC,,San Luis Río Colorado Airport,MX-SON
Álamos,XAL,,Álamos Airport,MX-SON
Monticello,MXC,,Monticello Airport,US-UT
Mindik,MXK,,Mindik Airport,PG-MPL
Sungai Tekai,GTK,,Sungai Tekai Airport,MY-01
Long Banga,LBP,,Long Banga Airport,MY-13
Sipitang,SPT,,Sipitang Airport,MY-12
Mangrove Cay,MAY,,Clarence A. Bain Airport,BS-SA
,ASD,,Andros Town Airport,BS-NS
Andros,TZN,,Congo Town Airport,BS-SA
Marsh Harbour,MHH,,Leonard M Thompson International Airport,BS-CO
Andros Island,SAQ,,San Andros Airport,BS-NS
Spring Point,AXP,,Spring Point Airport,BS-AK
Treasure Cay,TCB,,Treasure Cay Airport,BS-CO
Walkers Cay,WKR,,Walkers Cay Airport,BS-NO
,CCZ,,Chub Cay Airport,BS-NS
Bullocks Harbour,GHC,,Great Harbour Cay Airport,BS-BY
South Bimini,BIM,,South Bimini Airport,BS-BI
Arthur's Town,ATC,,Arthur's Town Airport,BS-CI
Cat Island,TBI,,New Bight Airport,BS-CI
North Cat Cay,CXY,,Cat Cay Airport,BS-BI
Colonel Hill,CRI,,Colonel Hill Airport,BS-CK
Pitts Town,PWN,,Pitts Town Airport,BS-CK
Moss Town,GGT,,Exuma International Airport,BS-EX
North Eleuthera,ELH,,North Eleuthera Airport,BS-HI
Governor's Harbour,GHB,,Governor's Harbour Airport,BS-CE
Normans Cay,NMC,,Normans Cay Airport,BS-EX
Rock Sound,RSD,,Rock Sound Airport,BS-SE
,TYM,,Staniel Cay Airport,BS-EX
Freeport,FPO,,Grand Bahama International Airport,BS-FP
West End,WTD,,West End Airport,BS-WG
Matthew Town,IGA,,Inagua Airport,BS-IN
May Creek,MYK,,May Creek Airport,US-AK
Deadman's Cay,LGI,,Deadman's Cay Airport,BS-LI
Stella Maris,SML,,Stella Maris Airport,BS-LI
Abrahams Bay,MYG,,Mayaguana Airport,BS-MG
Nassau,NAS,,Lynden Pindling International Airport,BS-NP
,DCT,,Duncan Town Airport,BS-RI
Port Nelson,RCY,,Rum Cay International Airport,BS-RC
Moyale,MYS,,Moyale Airport,ET-OR
San Salvador,ZSA,,San Salvador Airport,BS-SS
Menyamya,MYX,,Menyamya Airport,PG-MPL
Santa Carolina,NTC,,Paradise Island Airport,MZ-I
Ibo,IBO,,Ibo Airport,MZ-P
Chokwé,TGS,,Chokwé Airport,MZ-G
Belize City,BZE,,Philip S. W. Goldson International Airport,BZ-BZ
,MZE,,Manatee Airport,BZ-CY
Maya Flats,CYD,,San Ignacio Town (Maya Flats) Airstrip,BZ-CY
Arno Atoll,IMI,,Ine Airport,MH-ARN
Bagani,BQI,,Bagani Airport,NA-KE
Ombika,OGV,,Ongava Lodge Airstrip,NA-KU
Baishan,NBS,,Changbaishan Airport,CN-22
Aitutaki,AIT,,Aitutaki Airport,CK-U-A
Atiu Island,AIU,,Enua Airport,CK-U-A
Mangaia Island,MGS,,Mangaia Island Airport,CK-U-A
Manihiki Island,MHX,,Manihiki Island Airport,CK-U-A
Mauke Island,MUK,,Mauke Airport,CK-U-A
Mitiaro Island,MOI,,Mitiaro Island Airport,CK-U-A
Pukapuka Atoll,PZK,,Pukapuka Island Airport,CK-U-A
Penrhyn Island,PYE,,Tongareva Airport,CK-U-A
Avarua,RAR,,Rarotonga International Airport,CK-U-A
Namudi,NDI,,Namudi Airport,PG-NPP
Nadunumu,NDN,,Nadunumu Airport,PG-CPM
Weeping Water,EPG,,Browns Airport,US-NE
Cicia,ICI,,Cicia Airport,FJ-E
Castaway Island,CST,,Castaway Island Seaplane Base,FJ-W
Nadi,NAN,,Nadi International Airport,FJ-W
Malolo Lailai Island,PTF,,Malolo Lailai Island Airport,FJ-W
Rabi Island,RBI,,Rabi Island Airport,FJ-N
Vunisea,KDV,,Vunisea Airport,FJ-E
Mana Island,MNF,,Mana Island Airport,FJ-W
Moala,MFJ,,Moala Airport,FJ-E
Nausori,SUV,,Nausori International Airport,FJ-C
Bureta,LEV,,Levuka Airfield,FJ-E
Ngau,NGI,,Ngau Airport,FJ-E
Laucala Island,LUC,,Laucala Island Airport,FJ-N
Lakeba Island,LKB,,Lakeba Island Airport,FJ-E
Labasa,LBS,,Labasa Airport,FJ-N
Matei,TVU,,Matei Airport,FJ-N
Koro Island,KXF,,Koro Island Airport,FJ-E
Rotuma,RTA,,Rotuma Airport,FJ-R
Savusavu,SVU,,Savusavu Airport,FJ-N
Wakaya Island,KAY,,Wakaya Island Airport,FJ-E
Ono-i-Lau,ONU,,Ono-i-Lau Airport,FJ-E
Yasawa Island,YAS,,Yasawa Island Airport,FJ-W
Eua Island,EUA,,Kaufana Airport,TO-01
Nuku'alofa,TBU,,Fua'amotu International Airport,TO-04
Lifuka,HPA,,Lifuka Island Airport,TO-02
"Angaha, Niuafo'ou Island",NFO,,Mata'aho Airport,TO-03
Niuatoputapu,NTT,,Kuini Lavenia Airport,TO-03
Vava'u Island,VAV,,Vava'u International Airport,TO-05
Nanuya Levu Island,TTL,,Turtle Island Seaplane Base,FJ-W
Vanua Balavu,VBV,,Vanua Balavu Airport,FJ-E
Vatulele,VTF,,Vatulele Airport,FJ-W
Gombe,GMO,,Gombe Lawanti International Airport,NG-GO
Port Harcourt,PHG,,Port Harcourt City Airport / Port Harcourt Air Force Base,NG-RI
Warri,QRW,,Warri Airport,NG-DE
Abaiang,ABF,,Abaiang Airport,KI-G
Beru,BEZ,,Beru Airport,KI-G
Funafuti,FUN,,Funafuti International Airport,TV-FUN
Kuria,KUC,,Kuria Airport,KI-G
Maiana,MNK,,Maiana Airport,KI-G
Marakei,MZK,,Marakei Airport,KI-G
Makin Island,MTK,,Makin Island Airport,KI-G
Nikunau,NIG,,Nikunau Airport,KI-G
Onotoa,OOT,,Onotoa Airport,KI-G
Tarawa,TRW,,Bonriki International Airport,KI-G
Abemama,AEA,,Abemama Airport,KI-G
,TBF,,Tabiteuea North Airport,KI-G
Tamana Island,TMN,,Tamana Island Airport,KI-G
Nonouti,NON,,Nonouti Airport,KI-G
Arorae Island,AIS,,Arorae Island Airport,KI-G
Tabiteuea South,TSU,,Tabiteuea South Airport,KI-G
Butaritari,BBG,,Butaritari Airport,KI-G
Buariki,AAK,,Aranuka Airport,KI-G
Niokolo-Koba National Park,NIK,,Niokolo-Koba Airport,SN-TC
Ninilchik,NIN,,Ninilchik Airport,US-AK
Alofi,IUE,,Niue International Airport,NU-U-A
Heihe,NJJ,,Nenjiang Melgen Airport,CN-23
Sinak,NKD,,Sinak Airport,ID-PT
Ninglang,NLH,,Ninglang Luguhu Airport,CN-53
Futuna Island,FUT,,Pointe Vele Airport,WF-U-A
Wallis Island,WLS,,Hihifo Airport,WF-U-A
Hobbs,HBB,,Industrial Airpark,US-NM
Nangade,NND,,Nangade Airport,MZ-P
Nomad River,NOM,,Nomad River Airport,PG-WPD
Naoro Vilage,NOO,,Naoro Airport,PG-CPM
Pokhara,PKR,,Pokhara International Airport,NP-P4
Nipa,NPG,,Nipa Airport,PG-SHM
Newry,NRY,,Newry Airport,AU-NT
Ofu,OFU,,Ofu Airport,AS-MA
Asau,AAU,,Asau Airport,WS-VS
Apia,APW,,Faleolo International Airport,WS-AA
Apia,FGI,,Fagali'i Airport,WS-TU
Fitiuta Village,FTI,,Fitiuta Airport,AS-MA
Maota,MXS,,Maota Airport,WS-PA
Pago Pago,PPG,,Pago Pago International Airport,AS-WT
Papeete,PPT,,Faa'a International Airport,PF-U-A
Rimatara Island,RMT,,Rimatara Airport,PF-U-A
,RUR,,Rurutu Airport,PF-U-A
,TUB,,Tubuai Airport,PF-U-A
,RVV,,Raivavae Airport,PF-U-A
Anaa,AAA,,Anaa Airport,PF-U-A
Fangatau,FGU,,Fangatau Airport,PF-U-A
,TIH,,Tikehau Airport,PF-U-A
Apataki,APK,,Apataki Airport,PF-U-A
Reao,REA,,Reao Airport,PF-U-A
,FAV,,Fakarava Airport,PF-U-A
Hikueru,HHZ,,Hikueru Airport,PF-U-A
,XMH,,Manihi Airport,PF-U-A
,GMR,,Totegegie Airport,PF-U-A
Raitahiti,KKR,,Kaukura Airport,PF-U-A
Makemo,MKP,,Makemo Airport,PF-U-A
Napuka Island,NAU,,Napuka Island Airport,PF-U-A
Tatakoto,TKV,,Tatakoto Airport,PF-U-A
,PKP,,Puka Puka Airport,PF-U-A
Pukaruha,PUK,,Pukaruha Airport,PF-U-A
,TKP,,Takapoto Airport,PF-U-A
,AXR,,Arutua Airport,PF-U-A
,MVT,,Mataiva Airport,PF-U-A
Nukutavake,NUK,,Nukutavake Airport,PF-U-A
Tureia,ZTA,,Tureia Airport,PF-U-A
Ahe Atoll,AHE,,Ahe Airport,PF-U-A
Kauehi,KHZ,,Kauehi Airport,PF-U-A
Faaite,FAC,,Faaite Airport,PF-U-A
Fakahina,FHZ,,Fakahina Airport,PF-U-A
,RKA,,Aratika Nord Airport,PF-U-A
Takume,TJN,,Takume Airport,PF-U-A
Naiu Atoll,NIU,,Naiu Airport,PF-U-A
Raroia,RRR,,Raroia Airport,PF-U-A
,TKX,,Takaroa Airport,PF-U-A
Katiu,KXU,,Katiu Airport,PF-U-A
Nukutepipi,NKP,,Nukutepipi Airport,PF-U-A
Nuku Hiva,NHV,,Nuku Hiva Airport,PF-U-A
Hiva Oa Island,AUQ,,Hiva Oa-Atuona Airport,PF-U-A
Ua Pou,UAP,,Ua Pou Airport,PF-U-A
Ua Huka,UAH,,Ua Huka Airport,PF-U-A
Motu Mute,BOB,,Bora Bora Airport,PF-U-A
Tetiaroa,TTI,,Tetiaroa Airport,PF-U-A
,RGI,,Rangiroa Airport,PF-U-A
Fare,HUH,,Huahine-Fare Airport,PF-U-A
Moorea-Maiao,MOZ,,Moorea Temae Airport,PF-U-A
Otepa,HOI,,Hao Airport,PF-U-A
,MAU,,Maupiti Airport,PF-U-A
Uturoa,RFP,,Raiatea Airport,PF-U-A
Tupai Atoll,TPX,,Tupai Airport,PF-U-A
Moruroa Atoll,UOA,,Moruroa Airport,PF-U-A
Vahitahi,VHZ,,Vahitahi Airport,PF-U-A
Hatton,NUF,,Castlereagh Lake Seaplane Base,LK-2
Nuguria Island,NUG,,Nuguria Airstrip,PG-NSB
Mercury,UCC,,Yucca Airstrip,US-NV
Ablow,MTV,,Mota Lava Airport,VU-TOB
Sola,SLH,,Sola Airport,VU-TOB
Loh/Linua,TOH,,Torres Airstrip,VU-TOB
Emae Island,EAE,,Siwo Airport,VU-SEE
Craig Cove,CCV,,Craig Cove Airport,VU-MAP
Longana,LOD,,Longana Airport,VU-PAM
Pentecost Island,SSR,,Sara Airport,VU-PAM
Paama Island,PBJ,,Tavie Airport,VU-MAP
Lamap,LPM,,Lamap Airport,VU-MAP
Lamen Bay,LNB,,Lamen Bay Airport,VU-SEE
Maewo Island,MWF,,Maewo-Naone Airport,VU-PAM
Lonorore,LNE,,Lonorore Airport,VU-PAM
Norsup,NUS,,Norsup Airport,VU-MAP
Gaua Island,ZGU,,Gaua Island Airport,VU-TOB
Redcliffe,RCL,,Redcliffe Airport,VU-PAM
Luganville,SON,,Santo Pekoa International Airport,VU-SAM
Tongoa Island,TGH,,Tongoa Airport,VU-SEE
Ambrym Island,ULB,,Uléi Airport,VU-MAP
Epi Island,VLS,,Valesdir Airport,VU-SEE
Walaha,WLH,,Walaha Airport,VU-PAM
Malekula Island,SWJ,,Southwest Bay Airport,VU-MAP
Olpoi,OLJ,,North West Santo Airport,VU-SAM
Anatom Island,AUY,,Aneityum Airport,VU-TAE
Aniwa,AWD,,Aniwa Airport,VU-TAE
Dillon's Bay,DLY,,Dillon's Bay Airport,VU-TAE
Futuna Island,FTA,,Futuna Airport,VU-TAE
Ipota,IPA,,Ipota Airport,VU-TAE
Port Vila,VLI,,Bauerfield International Airport,VU-SEE
,TAH,,Tanna Airport,VU-TAE
Nowata,NWT,,Nowata Airport,PG-MBA
Tiga,TGJ,,Tiga Airport,NC-U-A
Waala,BMY,,Île Art - Waala Airport,NC-U-A
Koné,KNQ,,Koné Airport,NC-U-A
Île des Pins,ILP,,Île des Pins Airport,NC-U-A
Houailou,HLU,,Nesson Airport,NC-U-A
Koumac,KOC,,Koumac Airport,NC-U-A
Lifou,LIF,,Lifou Airport,NC-U-A
Nouméa,GEA,,Nouméa Magenta Airport,NC-U-A
Malabou,PUV,,Poum / Malabou Airport,NC-U-A
Népoui,PDC,,Mueo Airport,NC-U-A
Maré,MEE,,Maré Airport,NC-U-A
Touho,TOU,,Touho Airport,NC-U-A
Ouvéa,UVE,,Ouvéa Airport,NC-U-A
Nouméa (La Tontouta),NOU,,La Tontouta International Airport,NC-U-A
Fox Glacier,FGL,,Fox Glacier Aerodrome,NZ-WTC
Auckland,AKL,,Auckland International Airport,NZ-AUK
Taupo,TUO,,Taupo Airport,NZ-WKO
Manurewa,AMZ,,Ardmore Airport,NZ-AUK
,ASG,,Ashburton Aerodrome,NZ-CAN
Christchurch,CHC,,Christchurch International Airport,NZ-CAN
Te One,CHT,,Chatham Islands / Tuuta Airport,NZ-WGN
,CMV,,Coromandel Aerodrome,NZ-WKO
,DGR,,Dargaville Aerodrome,NZ-NTL
Dunedin,DUD,,Dunedin International Airport,NZ-OTA
,WHO,,Franz Josef Aerodrome,NZ-WTC
Claris,GBZ,,Great Barrier Aerodrome,NZ-AUK
,GMN,,Greymouth Airport,NZ-WTC
Gisborne,GIS,,Gisborne Airport,NZ-GIS
Glentanner Station,GTN,,Glentanner Airport,NZ-CAN
,HKK,,Hokitika Airfield,NZ-WTC
Hamilton,HLZ,,Hamilton International Airport,NZ-WKO
,WIK,,Waiheke Reeve Airport,NZ-AUK
,KBZ,,Kaikoura Airport,NZ-CAN
Kerikeri,KKE,,Kerikeri Airport,NZ-NTL
Kaikohe,KKO,,Kaikohe Airport,NZ-NTL
Awanui,KAT,,Kaitaia Airport,NZ-NTL
Alexandra,ALR,,Alexandra Aerodrome,NZ-OTA
,MTA,,Matamata Glider Airport,NZ-WKO
Auckland City,MHB,,Mechanics Bay Heliport,NZ-AUK
,MON,,Mount Cook Airport,NZ-CAN
,MFN,,Milford Sound Airport,NZ-STL
,MZP,,Motueka Airport,NZ-TAS
,TEU,,Manapouri Airport,NZ-STL
Masterton,MRO,,Hood Airport,NZ-WGN
New Plymouth,NPL,,New Plymouth Airport,NZ-TKI
Napier,NPE,,Hawke's Bay Airport,NZ-HKB
Nelson,NSN,,Nelson Airport,NZ-NSN
Invercargill,IVC,,Invercargill Airport,NZ-STL
,OHA,,RNZAF Base Ohakea,NZ-MWT
,OAM,,Oamaru Airport,NZ-OTA
Palmerston North,PMR,,Palmerston North Airport,NZ-MWT
Koromiko,PCN,,Picton Aerodrome,NZ-MBH
,PPQ,,Paraparaumu Airport,NZ-WGN
Queenstown,ZQN,,Queenstown International Airport,NZ-OTA
Raglan,RAG,,Raglan Aerodrome,NZ-WKO
Oban,SZS,,Ryan's Creek Aerodrome,NZ-STL
Rotorua,ROT,,Rotorua Regional Airport,NZ-BOP
Tauranga,TRG,,Tauranga Airport,NZ-BOP
,TMZ,,Thames Aerodrome,NZ-WKO
,KTF,,Takaka Airport,NZ-TAS
Tokoroa,TKZ,,Tokoroa Airfield,NZ-WKO
Taharoa,THH,,Taharoa Aerodrome,NZ-WKO
,TIU,,Timaru Airport,NZ-CAN
Twitzel,TWZ,,Pukaki Airport,NZ-CAN
Blenheim,BHE,,Woodbourne Airport,NZ-MBH
Wanaka,WKA,,Wanaka Airport,NZ-OTA
,WHK,,Whakatane Airport,NZ-BOP
Wellington,WLG,,Wellington International Airport,NZ-WGN
Wairoa,WIR,,Wairoa Airport,NZ-HKB
Whangarei,WRE,,Whangarei Airport,NZ-NTL
Westport,WSZ,,Westport Airport,NZ-WTC
Whitianga,WTZ,,Whitianga Airport,NZ-WKO
Wanganui,WAG,,Wanganui Airport,NZ-MWT
Kneeland,NLN,,Kneeland Airport,US-CA
Redding,BZF,,Benton Field,US-CA
Baraki Barak,OAA,,Shank Air Base,AF-LOW
Bamyan,BIN,,Bamyan Airport,AF-BAM
Lashkar Gah,BST,,Bost Airport,AF-HEL
Chaghcharan,CCN,,Chaghcharan Airport,AF-GHO
Sardeh Band,SBF,,Sardeh Band Airport,AF-GHA
Darwaz,DAZ,,Darwaz Airport,AF-BDS
Farah,FAH,,Farah Airport,AF-FRA
Fayzabad,FBD,,Fayzabad Airport,AF-BDS
Gardez,GRG,,Gardez Airport,AF-PIA
Khwahan,KWH,,Khwahan Airport,AF-BDS
Guzara,HEA,,Herat - Khwaja Abdullah Ansari International Airport,AF-HER
Bagram,OAI,,Bagram Airfield,AF-PAR
Jalalabad,JAA,,Jalalabad Airport,AF-NAN
Kabul,KBL,,Kabul International Airport,AF-KAB
Khvoshab,KDH,,Ahmad Shah Baba International Airport / Kandahar Airfield,AF-KAN
Maymana,MMZ,,Maymana Zahiraddin Faryabi Airport,AF-FYB
Mazar-i-Sharif,MZR,,Mazar-i-Sharif International Airport,AF-BAL
Urgun,URN,,Urgun Airport,AF-PKA
Qala-i-Naw,LQN,,Qala-i-Naw Airport,AF-BDG
Skazar,KUR,,Razer Airport,AF-BDS
Sharana,OAS,,Sharana Airstrip,AF-PKA
Shindand,OAH,,Shindand Air Base,AF-FRA
Shiveh,SGA,,Sheghnan Airport,AF-BDS
Tarinkot,TII,,Tarinkot Airport,AF-URU
Taleqan,TQN,,Taleqan Airport,AF-TAK
Kunduz,UND,,Kunduz Airport,AF-KDZ
Lashkar Gah,OAZ,,Camp Shorabak Airfield,AF-HEL
Zaranj,ZAJ,,Zaranj Airport,AF-NIM
Manama,BAH,,Bahrain International Airport,BH-15
Corisco Island,OCS,,Corisco International Airport,GQ-LI
Abha,AHB,,Abha International Airport,SA-14
Hofuf,HOF,,Al-Ahsa International Airport,SA-04
Al-Baha,ABT,,King Saud Bin Abdulaziz (Al Baha) Airport,SA-11
Bisha,BHH,,Bisha Airport,SA-14
Dammam,DMM,,King Fahd International Airport,SA-04
Dawadmi,DWD,,King Salman Abdulaziz Airport,SA-01
Dhahran,DHA,,King Abdulaziz Air Base,SA-04
Jizan,GIZ,,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA-09
Buraidah,ELQ,,Gassim Airport,SA-05
Gurayat,URY,,Gurayat Domestic Airport,SA-12
Ha'il,HAS,,Ha'il Airport,SA-06
Jubail,QJB,,Jubail Airport,SA-04
Jeddah,JED,,King Abdulaziz International Airport,SA-02
King Khaled Military City,KMC,,King Khaled Military City Airport,SA-04
Khamis Mushait,KMX,,King Khalid Air Base,SA-14
Medina,MED,,Prince Mohammad Bin Abdulaziz Airport,SA-03
Najran,EAM,,Najran Domestic Airport,SA-10
Sharma,NUM,,Neom Bay Airport,SA-07
Qaisumah,AQI,,Al Qaisumah/Hafr Al Batin Airport,SA-04
,AKH,,Prince Sultan Air Base,SA-01
Rafha,RAH,,Rafha Domestic Airport,SA-08
Riyadh,RUH,,King Khaled International Airport,SA-01
Arar,RAE,,Arar Domestic Airport,SA-08
Sharurah,SHW,,Sharurah Domestic Airport,SA-10
Al-Jawf,AJF,,Al-Jawf Domestic Airport,SA-12
As-Sulayyil,SLF,,As-Sulayyil Airport,SA-01
Tabuk,TUU,,Tabuk Airport,SA-07
Taif,TIF,,Taif International Airport,SA-02
Turaif,TUI,,Turaif Domestic Airport,SA-08
Wadi Al Dawasir,WAE,,Wadi Al Dawasir Domestic Airport,SA-01
Al Wajh,EJH,,Al Wajh Domestic Airport,SA-07
Yanbu,YNB,,Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,SA-03
